Order,ID_code,Country,Agency,Gear,Area,Long_deg,Long_min,Hemisphere,Lat_deg,Lat_min,Set_no,Month,Day,Year,Day_no,Dir_of_fish_movement,Species,Length_TSFT_mm,Whole_body_weight_grams,Scale_no,Freshwater_age,Ocean_age,Age_method,Sex,Egg_Testis_width_mm,Maturity,Stomach_volume,Fish,Squid,Mollusc,Crustaceans,Amphipod,Copepod,Euphausid,Decapod,Mysids,Unidentified,Digested,Bait,Injury,Exam_location
2361,1984FRIN099,USA,FRI,Purse-seine,E7556,176,54,E,56,13,N099,8,10,1984,223,Round_haul,Chum,340,400,A17,,1,Scale,Female,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2362,1985FRIZ001,USA,FRI,Purse-seine,E6042,161,50,E,42,6,Z001,5,2,1985,123,Round_haul,Pink,365,470,A22,,1,Scale,Female,,Mature,,,,,,,,,,,,,,,Vessel_fresh
2363,1985FRIZ001,USA,FRI,Purse-seine,E6042,161,50,E,42,6,Z001,5,2,1985,123,Round_haul,Chum,550,1800,,,3,Length,Female,,Mature,,,,,,,,,,,,,,,Vessel_fresh
2364,1985FRIZ001,USA,FRI,Purse-seine,E6042,161,50,E,42,6,Z001,5,2,1985,123,Round_haul,Pink,400,625,,,1,Length,Male,,Mature,,,,,,,,,,,,,,,Vessel_fresh
2365,1985FRIZ001,USA,FRI,Purse-seine,E6042,161,50,E,42,6,Z001,5,2,1985,123,Round_haul,Pink,395,600,,,1,Length,Female,,Mature,,,,,,,,,,,,,,,Vessel_fresh
2366,1985FRIZ001,USA,FRI,Purse-seine,E6042,161,50,E,42,6,Z001,5,2,1985,123,Round_haul,Pink,380,480,,,1,Length,Male,,Mature,,,,,,,,,,,,,,,Vessel_fresh
2367,1985FRIZ001,USA,FRI,Purse-seine,E6042,161,50,E,42,6,Z001,5,2,1985,123,Round_haul,Pink,390,530,,,1,Length,Female,,Mature,,,,,,,,,,,,,,,Vessel_fresh
2368,1985FRIZ001,USA,FRI,Purse-seine,E6042,161,50,E,42,6,Z001,5,2,1985,123,Round_haul,Pink,390,520,,,1,Length,Female,,Mature,,,,,,,,,,,,,,,Vessel_fresh
2369,1985FRIZ001,USA,FRI,Purse-seine,E6042,161,50,E,42,6,Z001,5,2,1985,123,Round_haul,Pink,370,460,,,1,Length,Female,,Mature,,,,,,,,,,,,,,,Vessel_fresh
2370,1985FRIZ001,USA,FRI,Purse-seine,E6042,161,50,E,42,6,Z001,5,2,1985,123,Round_haul,Pink,355,430,,,1,Length,Female,,Mature,,,,,,,,,,,,,,,Vessel_fresh
2371,1985FRIZ002,USA,FRI,Purse-seine,E6042,163,57,E,42,8,Z002,5,3,1985,124,Round_haul,Pink,390,620,,,1,Scale,Female,,Mature,,,,,,,,,,,,,,,Vessel_fresh
2372,1985FRIZ002,USA,FRI,Purse-seine,E6042,163,57,E,42,8,Z002,5,3,1985,124,Round_haul,Pink,365,520,,,1,Scale,Female,,Mature,,,,,,,,,,,,,,,Vessel_fresh
2373,1985FRIZ002,USA,FRI,Purse-seine,E6042,163,57,E,42,8,Z002,5,3,1985,124,Round_haul,Pink,390,620,,,1,Scale,Male,,Mature,,,,,,,,,,,,,,,Vessel_fresh
2374,1985FRIZ002,USA,FRI,Purse-seine,E6042,163,57,E,42,8,Z002,5,3,1985,124,Round_haul,Pink,395,620,,,1,Scale,Male,,Mature,,,,,,,,,,,,,,,Vessel_fresh
2375,1985FRIZ002,USA,FRI,Purse-seine,E6042,163,57,E,42,8,Z002,5,3,1985,124,Round_haul,Pink,400,680,,,1,Scale,Female,,Mature,,,,,,,,,,,,,,,Vessel_fresh
2376,1985FRIZ002,USA,FRI,Purse-seine,E6042,163,57,E,42,8,Z002,5,3,1985,124,Round_haul,Pink,395,560,,,1,Scale,Male,,Mature,,,,,,,,,,,,,,,Vessel_fresh
2377,1985FRIZ003,USA,FRI,Purse-seine,E6042,164,23,E,42,14,Z003,5,3,1985,124,Round_haul,Sockeye,395,640,,,2,Length,Male,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2378,1985FRIZ003,USA,FRI,Purse-seine,E6042,164,23,E,42,14,Z003,5,3,1985,124,Round_haul,Sockeye,390,560,,,2,Length,Female,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2379,1985FRIZ009,USA,FRI,Purse-seine,E7544,177,24,E,45,52,Z009,5,31,1985,152,Round_haul,Sockeye,275,170,A10,2,1,Scale,Male,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2380,1985FRIZ009,USA,FRI,Purse-seine,E7544,177,24,E,45,52,Z009,5,31,1985,152,Round_haul,Sockeye,265,160,A11,0,1,Scale,Female,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2381,1985FRIZ011,USA,FRI,Purse-seine,E7542,177,3,E,43,2,Z011,6,3,1985,155,Round_haul,Chum,355,400,A10,,1,Scale,Female,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2382,1985FRIZ011,USA,FRI,Purse-seine,E7542,177,3,E,43,2,Z011,6,3,1985,155,Round_haul,Chum,440,760,A29,,2,Scale,Female,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2383,1985FRIZ011,USA,FRI,Purse-seine,E7542,177,3,E,43,2,Z011,6,3,1985,155,Round_haul,Chum,400,680,A30,,1,Scale,Male,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2384,1985FRIZ011,USA,FRI,Purse-seine,E7542,177,3,E,43,2,Z011,6,3,1985,155,Round_haul,Chum,215,200,B01,,1,Scale,Male,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2385,1985FRIZ011,USA,FRI,Purse-seine,E7542,177,3,E,43,2,Z011,6,3,1985,155,Round_haul,Chum,340,450,B02,,1,Scale,Female,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2386,1985FRIZ011,USA,FRI,Purse-seine,E7542,177,3,E,43,2,Z011,6,3,1985,155,Round_haul,Chum,350,430,B03,,1,Scale,Male,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2387,1985FRIZ011,USA,FRI,Purse-seine,E7542,177,3,E,43,2,Z011,6,3,1985,155,Round_haul,Chum,340,420,B04,,1,Scale,Male,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2388,1985FRIZ011,USA,FRI,Purse-seine,E7542,177,3,E,43,2,Z011,6,3,1985,155,Round_haul,Chum,370,510,B05,,1,Scale,Female,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2389,1985FRIZ011,USA,FRI,Purse-seine,E7542,177,3,E,43,2,Z011,6,3,1985,155,Round_haul,Chum,335,410,,,1,Length,Male,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2390,1985FRIZ011,USA,FRI,Purse-seine,E7542,177,3,E,43,2,Z011,6,3,1985,155,Round_haul,Chum,335,410,B07,,1,Scale,Female,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2391,1985FRIZ011,USA,FRI,Purse-seine,E7542,177,3,E,43,2,Z011,6,3,1985,155,Round_haul,Chum,320,370,B08,,1,Scale,Male,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2392,1985FRIZ011,USA,FRI,Purse-seine,E7542,177,3,E,43,2,Z011,6,3,1985,155,Round_haul,Chum,265,200,B09,,1,Scale,Male,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2393,1985FRIZ011,USA,FRI,Purse-seine,E7542,177,3,E,43,2,Z011,6,3,1985,155,Round_haul,Chum,320,390,B10,,1,Scale,Female,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2394,1985FRIZ011,USA,FRI,Purse-seine,E7542,177,3,E,43,2,Z011,6,3,1985,155,Round_haul,Chum,335,400,B11,,1,Scale,Male,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2395,1985FRIZ011,USA,FRI,Purse-seine,E7542,177,3,E,43,2,Z011,6,3,1985,155,Round_haul,Chum,310,350,B12,,1,Scale,Male,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2396,1985FRIZ011,USA,FRI,Purse-seine,E7542,177,3,E,43,2,Z011,6,3,1985,155,Round_haul,Chum,315,350,B13,,1,Scale,Male,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2397,1985FRIZ011,USA,FRI,Purse-seine,E7542,177,3,E,43,2,Z011,6,3,1985,155,Round_haul,Chum,285,260,B14,,1,Scale,Male,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2398,1985FRIZ012,USA,FRI,Purse-seine,E7542,177,22,E,43,1,Z012,6,3,1985,155,Round_haul,Chum,280,199,A06,,1,Scale,Female,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2399,1985FRIZ013,USA,FRI,Purse-seine,E7542,177,22,E,42,57,Z013,6,3,1985,155,Round_haul,Chum,315,315,A18,,1,Scale,Male,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2400,1985FRIZ014,USA,FRI,Purse-seine,E7542,177,36,E,43,1,Z014,6,3,1985,155,Round_haul,Chum,285,230,A10,,1,Scale,Female,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2401,1985FRIZ015,USA,FRI,Purse-seine,E7542,178,43,E,43,14,Z015,6,4,1985,156,Round_haul,Chinook,290,320,,,1,Length,Female,,Unknown,,,,,,,,,,,,,,,Vessel_fresh
2402,1985FRIZ015,USA,FRI,Purse-seine,E7542,178,43,E,43,14,Z015,6,4,1985,156,Round_haul,Chum,310,260,,,1,Length,Female,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2403,1985FRIZ015,USA,FRI,Purse-seine,E7542,178,43,E,43,14,Z015,6,4,1985,156,Round_haul,Chum,305,300,,,1,Length,Female,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2404,1985FRIZ015,USA,FRI,Purse-seine,E7542,178,43,E,43,14,Z015,6,4,1985,156,Round_haul,Chum,300,270,,,1,Length,Male,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2405,1985FRIZ015,USA,FRI,Purse-seine,E7542,178,43,E,43,14,Z015,6,4,1985,156,Round_haul,Chum,320,360,,,1,Length,Male,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2406,1985FRIZ015,USA,FRI,Purse-seine,E7542,178,43,E,43,14,Z015,6,4,1985,156,Round_haul,Chum,315,260,,,1,Length,Female,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2407,1985FRIZ015,USA,FRI,Purse-seine,E7542,178,43,E,43,14,Z015,6,4,1985,156,Round_haul,Chum,305,310,,,1,Length,Male,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2408,1985FRIZ015,USA,FRI,Purse-seine,E7542,178,43,E,43,14,Z015,6,4,1985,156,Round_haul,Chum,305,330,,,1,Length,Male,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2409,1985FRIZ015,USA,FRI,Purse-seine,E7542,178,43,E,43,14,Z015,6,4,1985,156,Round_haul,Chum,330,380,,,1,Length,Male,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2410,1985FRIZ015,USA,FRI,Purse-seine,E7542,178,43,E,43,14,Z015,6,4,1985,156,Round_haul,Chum,310,340,,,1,Length,Female,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2411,1985FRIZ015,USA,FRI,Purse-seine,E7542,178,43,E,43,14,Z015,6,4,1985,156,Round_haul,Chum,310,340,,,1,Length,Male,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2412,1985FRIZ015,USA,FRI,Purse-seine,E7542,178,43,E,43,14,Z015,6,4,1985,156,Round_haul,Chum,320,320,,,1,Length,Female,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2413,1985FRIZ015,USA,FRI,Purse-seine,E7542,178,43,E,43,14,Z015,6,4,1985,156,Round_haul,Chum,310,300,,,1,Length,Male,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2414,1985FRIZ015,USA,FRI,Purse-seine,E7542,178,43,E,43,14,Z015,6,4,1985,156,Round_haul,Chum,290,260,,,1,Length,Female,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2415,1985FRIZ015,USA,FRI,Purse-seine,E7542,178,43,E,43,14,Z015,6,4,1985,156,Round_haul,Chum,300,240,,,1,Length,Male,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2416,1985FRIZ015,USA,FRI,Purse-seine,E7542,178,43,E,43,14,Z015,6,4,1985,156,Round_haul,Chum,285,230,,,1,Length,Female,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2417,1985FRIZ015,USA,FRI,Purse-seine,E7542,178,43,E,43,14,Z015,6,4,1985,156,Round_haul,Chum,330,350,,,1,Length,Male,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2418,1985FRIZ015,USA,FRI,Purse-seine,E7542,178,43,E,43,14,Z015,6,4,1985,156,Round_haul,Chum,300,290,,,1,Length,Male,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2419,1985FRIZ015,USA,FRI,Purse-seine,E7542,178,43,E,43,14,Z015,6,4,1985,156,Round_haul,Chum,285,230,,,1,Length,Female,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2420,1985FRIZ015,USA,FRI,Purse-seine,E7542,178,43,E,43,14,Z015,6,4,1985,156,Round_haul,Chum,305,300,,,1,Length,Male,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2421,1985FRIZ015,USA,FRI,Purse-seine,E7542,178,43,E,43,14,Z015,6,4,1985,156,Round_haul,Chum,285,260,,,1,Length,Female,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2422,1985FRIZ015,USA,FRI,Purse-seine,E7542,178,43,E,43,14,Z015,6,4,1985,156,Round_haul,Chum,290,280,,,1,Length,Female,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2423,1985FRIZ015,USA,FRI,Purse-seine,E7542,178,43,E,43,14,Z015,6,4,1985,156,Round_haul,Chum,305,300,,,1,Length,Female,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2424,1985FRIZ015,USA,FRI,Purse-seine,E7542,178,43,E,43,14,Z015,6,4,1985,156,Round_haul,Chum,315,300,,,1,Length,Male,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2425,1985FRIZ015,USA,FRI,Purse-seine,E7542,178,43,E,43,14,Z015,6,4,1985,156,Round_haul,Chum,325,330,,,1,Length,Female,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2426,1985FRIZ015,USA,FRI,Purse-seine,E7542,178,43,E,43,14,Z015,6,4,1985,156,Round_haul,Chum,330,340,,,1,Length,Male,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2427,1985FRIZ015,USA,FRI,Purse-seine,E7542,178,43,E,43,14,Z015,6,4,1985,156,Round_haul,Chum,280,220,,,1,Length,Female,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2428,1985FRIZ015,USA,FRI,Purse-seine,E7542,178,43,E,43,14,Z015,6,4,1985,156,Round_haul,Chum,280,240,,,1,Length,Male,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2429,1985FRIZ015,USA,FRI,Purse-seine,E7542,178,43,E,43,14,Z015,6,4,1985,156,Round_haul,Chum,310,,,,1,Length,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2430,1985FRIZ015,USA,FRI,Purse-seine,E7542,178,43,E,43,14,Z015,6,4,1985,156,Round_haul,Chum,295,,,,1,Length,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2431,1985FRIZ015,USA,FRI,Purse-seine,E7542,178,43,E,43,14,Z015,6,4,1985,156,Round_haul,Chum,300,,,,1,Length,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2432,1985FRIZ015,USA,FRI,Purse-seine,E7542,178,43,E,43,14,Z015,6,4,1985,156,Round_haul,Chum,305,,,,1,Length,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2433,1985FRIZ015,USA,FRI,Purse-seine,E7542,178,43,E,43,14,Z015,6,4,1985,156,Round_haul,Chum,290,,,,1,Length,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2434,1985FRIZ015,USA,FRI,Purse-seine,E7542,178,43,E,43,14,Z015,6,4,1985,156,Round_haul,Chum,295,,,,1,Length,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2435,1985FRIZ015,USA,FRI,Purse-seine,E7542,178,43,E,43,14,Z015,6,4,1985,156,Round_haul,Chum,305,,,,1,Length,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2436,1985FRIZ015,USA,FRI,Purse-seine,E7542,178,43,E,43,14,Z015,6,4,1985,156,Round_haul,Chum,300,,,,1,Length,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2437,1985FRIZ015,USA,FRI,Purse-seine,E7542,178,43,E,43,14,Z015,6,4,1985,156,Round_haul,Chum,315,,,,1,Length,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2438,1985FRIZ015,USA,FRI,Purse-seine,E7542,178,43,E,43,14,Z015,6,4,1985,156,Round_haul,Chum,295,,,,1,Length,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2439,1985FRIZ015,USA,FRI,Purse-seine,E7542,178,43,E,43,14,Z015,6,4,1985,156,Round_haul,Chum,280,,,,1,Length,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2440,1985FRIZ015,USA,FRI,Purse-seine,E7542,178,43,E,43,14,Z015,6,4,1985,156,Round_haul,Chum,295,,,,1,Length,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2441,1985FRIZ015,USA,FRI,Purse-seine,E7542,178,43,E,43,14,Z015,6,4,1985,156,Round_haul,Chum,295,,,,1,Length,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2442,1985FRIZ015,USA,FRI,Purse-seine,E7542,178,43,E,43,14,Z015,6,4,1985,156,Round_haul,Chum,290,,,,1,Length,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2443,1985FRIZ015,USA,FRI,Purse-seine,E7542,178,43,E,43,14,Z015,6,4,1985,156,Round_haul,Chum,290,,,,1,Length,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2444,1985FRIZ016,USA,FRI,Purse-seine,E7542,178,58,E,43,13,Z016,6,4,1985,156,Round_haul,Chum,320,310,A12,,1,Scale,Male,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2445,1985FRIZ016,USA,FRI,Purse-seine,E7542,178,58,E,43,13,Z016,6,4,1985,156,Round_haul,Chum,310,310,A13,,1,Scale,Male,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2446,1985FRIZ016,USA,FRI,Purse-seine,E7542,178,58,E,43,13,Z016,6,4,1985,156,Round_haul,Chum,310,320,A14,,1,Scale,Female,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2447,1985FRIZ016,USA,FRI,Purse-seine,E7542,178,58,E,43,13,Z016,6,4,1985,156,Round_haul,Chum,300,260,A15,,1,Scale,Female,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2448,1985FRIZ016,USA,FRI,Purse-seine,E7542,178,58,E,43,13,Z016,6,4,1985,156,Round_haul,Chum,320,350,,,1,Length,Female,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2449,1985FRIZ017,USA,FRI,Purse-seine,E7542,179,0,E,43,14,Z017,6,4,1985,156,Round_haul,Chinook,310,330,,,1,Length,Male,,Unknown,,,,,,,,,,,,,,,Vessel_fresh
2450,1985FRIZ017,USA,FRI,Purse-seine,E7542,179,0,E,43,14,Z017,6,4,1985,156,Round_haul,Chinook,350,480,,,1,Length,Male,,Unknown,,,,,,,,,,,,,,,Vessel_fresh
2451,1985FRIZ017,USA,FRI,Purse-seine,E7542,179,0,E,43,14,Z017,6,4,1985,156,Round_haul,Chinook,345,560,,,1,Length,Female,,Unknown,,,,,,,,,,,,,,,Vessel_fresh
2452,1985FRIZ017,USA,FRI,Purse-seine,E7542,179,0,E,43,14,Z017,6,4,1985,156,Round_haul,Chinook,340,580,,,1,Length,Female,,Unknown,,,,,,,,,,,,,,,Vessel_fresh
2453,1985FRIZ017,USA,FRI,Purse-seine,E7542,179,0,E,43,14,Z017,6,4,1985,156,Round_haul,Chinook,355,590,,,1,Length,Male,,Unknown,,,,,,,,,,,,,,,Vessel_fresh
2454,1985FRIZ017,USA,FRI,Purse-seine,E7542,179,0,E,43,14,Z017,6,4,1985,156,Round_haul,Chinook,330,470,,,1,Length,Female,,Unknown,,,,,,,,,,,,,,,Vessel_fresh
2455,1985FRIZ018,USA,FRI,Purse-seine,E7542,179,11,E,43,16,Z018,6,4,1985,156,Round_haul,Chum,335,370,A09,,1,Scale,Female,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2456,1985FRIZ018,USA,FRI,Purse-seine,E7542,179,11,E,43,16,Z018,6,4,1985,156,Round_haul,Chinook,370,660,,,1,Length,Male,,Unknown,,,,,,,,,,,,,,,Vessel_fresh
2457,1985FRIZ018,USA,FRI,Purse-seine,E7542,179,11,E,43,16,Z018,6,4,1985,156,Round_haul,Chinook,335,510,,,1,Length,Female,,Unknown,,,,,,,,,,,,,,,Vessel_fresh
2458,1985FRIZ018,USA,FRI,Purse-seine,E7542,179,11,E,43,16,Z018,6,4,1985,156,Round_haul,Chinook,330,500,,,1,Length,Female,,Unknown,,,,,,,,,,,,,,,Vessel_fresh
2459,1985FRIZ020,USA,FRI,Purse-seine,E7542,179,33,E,43,56,Z020,6,5,1985,157,Round_haul,Chum,325,380,A28,,1,Scale,Female,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2460,1985FRIZ020,USA,FRI,Purse-seine,E7542,179,33,E,43,56,Z020,6,5,1985,157,Round_haul,Chum,300,300,A29,,1,Scale,Male,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2461,1985FRIZ020,USA,FRI,Purse-seine,E7542,179,33,E,43,56,Z020,6,5,1985,157,Round_haul,Chum,310,310,A30,,1,Scale,Male,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2462,1985FRIZ020,USA,FRI,Purse-seine,E7542,179,33,E,43,56,Z020,6,5,1985,157,Round_haul,Pink,380,650,B01,,1,Scale,Female,,Mature,,,,,,,,,,,,,,,Vessel_fresh
2463,1985FRIZ020,USA,FRI,Purse-seine,E7542,179,33,E,43,56,Z020,6,5,1985,157,Round_haul,Sockeye,360,500,B02,2,1,Scale,Female,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2464,1985FRIZ020,USA,FRI,Purse-seine,E7542,179,33,E,43,56,Z020,6,5,1985,157,Round_haul,Sockeye,360,500,,,1,Length,Female,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2465,1985FRIZ020,USA,FRI,Purse-seine,E7542,179,33,E,43,56,Z020,6,5,1985,157,Round_haul,Sockeye,360,500,B04,2,1,Scale,Male,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2466,1985FRIZ021,USA,FRI,Purse-seine,E7542,179,29,E,43,57,Z021,6,5,1985,157,Round_haul,Chum,410,800,A10,,2,Scale,Female,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2467,1985FRIZ021,USA,FRI,Purse-seine,E7542,179,29,E,43,57,Z021,6,5,1985,157,Round_haul,Sockeye,375,600,A11,2,1,Scale,Male,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2468,1985FRIZ021,USA,FRI,Purse-seine,E7542,179,29,E,43,57,Z021,6,5,1985,157,Round_haul,Sockeye,420,790,A12,1,2,Scale,Female,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2469,1985FRIZ023,USA,FRI,Purse-seine,E7544,177,30,E,44,28,Z023,6,6,1985,158,Round_haul,Pink,405,430,A15,,1,Scale,Female,,Mature,,,,,,,,,,,,,,,Vessel_fresh
2470,1985FRIZ023,USA,FRI,Purse-seine,E7544,177,30,E,44,28,Z023,6,6,1985,158,Round_haul,Chum,355,450,A16,,1,Scale,Male,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2471,1985FRIZ024,USA,FRI,Purse-seine,E7544,177,30,E,44,28,Z024,6,6,1985,158,Round_haul,Chum,400,800,,,1,Length,Male,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2472,1985FRIZ024,USA,FRI,Purse-seine,E7544,177,30,E,44,28,Z024,6,6,1985,158,Round_haul,Chum,425,700,,,2,Length,Female,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2473,1985FRIZ025,USA,FRI,Purse-seine,E7546,175,50,E,46,30,Z025,6,8,1985,160,Round_haul,Chum,535,1500,B27,,3,Scale,Female,,Mature,,,,,,,,,,,,,,,Vessel_fresh
2474,1985FRIZ025,USA,FRI,Purse-seine,E7546,175,50,E,46,30,Z025,6,8,1985,160,Round_haul,Sockeye,315,350,,2,1,Scale,Male,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2475,1985FRIZ025,USA,FRI,Purse-seine,E7546,175,50,E,46,30,Z025,6,8,1985,160,Round_haul,Sockeye,325,350,B29,2,1,Scale,Female,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2476,1985FRIZ025,USA,FRI,Purse-seine,E7546,175,50,E,46,30,Z025,6,8,1985,160,Round_haul,Sockeye,325,370,B30,2,1,Scale,Female,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2477,1985FRIZ025,USA,FRI,Purse-seine,E7546,175,50,E,46,30,Z025,6,8,1985,160,Round_haul,Sockeye,315,370,C01,2,1,Scale,Female,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2478,1985FRIZ025,USA,FRI,Purse-seine,E7546,175,50,E,46,30,Z025,6,8,1985,160,Round_haul,Sockeye,315,320,C02,2,1,Scale,Male,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2479,1985FRIZ025,USA,FRI,Purse-seine,E7546,175,50,E,46,30,Z025,6,8,1985,160,Round_haul,Sockeye,345,470,C03,2,1,Scale,Female,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2480,1985FRIZ025,USA,FRI,Purse-seine,E7546,175,50,E,46,30,Z025,6,8,1985,160,Round_haul,Sockeye,295,280,C04,1,1,Scale,Male,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2481,1985FRIZ025,USA,FRI,Purse-seine,E7546,175,50,E,46,30,Z025,6,8,1985,160,Round_haul,Sockeye,315,310,C05,2,1,Scale,Male,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2482,1985FRIZ025,USA,FRI,Purse-seine,E7546,175,50,E,46,30,Z025,6,8,1985,160,Round_haul,Sockeye,310,340,C06,2,1,Scale,Female,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2483,1985FRIZ025,USA,FRI,Purse-seine,E7546,175,50,E,46,30,Z025,6,8,1985,160,Round_haul,Sockeye,325,350,C07,2,1,Scale,Female,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2484,1985FRIZ025,USA,FRI,Purse-seine,E7546,175,50,E,46,30,Z025,6,8,1985,160,Round_haul,Sockeye,335,350,C08,1,1,Scale,Male,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2485,1985FRIZ025,USA,FRI,Purse-seine,E7546,175,50,E,46,30,Z025,6,8,1985,160,Round_haul,Sockeye,320,350,C09,2,1,Scale,Male,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2486,1985FRIZ025,USA,FRI,Purse-seine,E7546,175,50,E,46,30,Z025,6,8,1985,160,Round_haul,Sockeye,260,190,C10,0,1,Scale,Female,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2487,1985FRIZ025,USA,FRI,Purse-seine,E7546,175,50,E,46,30,Z025,6,8,1985,160,Round_haul,Sockeye,290,220,C11,1,1,Scale,Male,,Immature,,,,,,,,,,,,,,,Vessel_fresh
2488,1985FRIZ025,USA,FRI,Purse-seine,E7546,175,50,E,46,30,Z025,6,8,1985,160,Round_haul,Sockeye,285,250,C12,1,1,Scale,Female,,Immature,,,,,,,,,,,,,,,Vessel_fresh
