Order,ID_code,Country,Agency,Gear,Area,Long_deg,Long_min,Hemisphere,Lat_deg,Lat_min,Set_no,Month,Day,Year,Day_no,Dir_of_fish_movement,Species,Length_TSFT_mm,Whole_body_weight_grams,Scale_no,Freshwater_age,Ocean_age,Age_method,Sex,Egg_Testis_width_mm,Maturity,Stomach_volume,Fish,Squid,Mollusc,Crustaceans,Amphipod,Copepod,Euphausid,Decapod,Mysids,Unidentified,Digested,Bait,Injury,Exam_location
226,1980FRIG029,USA,FRI,Purse-seine,E7044,174,0,E,45,36,G029,6,25,1980,177,Northwest,Chum,330,,C03,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
227,1980FRIG029,USA,FRI,Purse-seine,E7044,174,0,E,45,36,G029,6,25,1980,177,Northwest,Chum,320,,C04,,1,Length,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
228,1980FRIG029,USA,FRI,Purse-seine,E7044,174,0,E,45,36,G029,6,25,1980,177,Northwest,Chum,315,,C05,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
229,1980FRIG029,USA,FRI,Purse-seine,E7044,174,0,E,45,36,G029,6,25,1980,177,Northwest,Chum,340,,C06,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
230,1980FRIG029,USA,FRI,Purse-seine,E7044,174,0,E,45,36,G029,6,25,1980,177,Northwest,Chum,350,,C07,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
231,1980FRIG029,USA,FRI,Purse-seine,E7044,174,0,E,45,36,G029,6,25,1980,177,Northwest,Chum,300,,C08,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
232,1980FRIG029,USA,FRI,Purse-seine,E7044,174,0,E,45,36,G029,6,25,1980,177,Northwest,Chum,445,,C09,0,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
233,1980FRIG029,USA,FRI,Purse-seine,E7044,174,0,E,45,36,G029,6,25,1980,177,Northwest,Chum,325,,C10,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
234,1980FRIG029,USA,FRI,Purse-seine,E7044,174,0,E,45,36,G029,6,25,1980,177,Northwest,Chum,310,,C11,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
235,1980FRIG029,USA,FRI,Purse-seine,E7044,174,0,E,45,36,G029,6,25,1980,177,Northwest,Chum,330,,C12,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
236,1980FRIG029,USA,FRI,Purse-seine,E7044,174,0,E,45,36,G029,6,25,1980,177,Northwest,Chum,310,,C13,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
237,1980FRIG029,USA,FRI,Purse-seine,E7044,174,0,E,45,36,G029,6,25,1980,177,Northwest,Chum,315,,C14,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
238,1980FRIG029,USA,FRI,Purse-seine,E7044,174,0,E,45,36,G029,6,25,1980,177,Northwest,Chum,395,,C15,0,2,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
239,1980FRIG029,USA,FRI,Purse-seine,E7044,174,0,E,45,36,G029,6,25,1980,177,Northwest,Chum,330,,C16,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
240,1980FRIG029,USA,FRI,Purse-seine,E7044,174,0,E,45,36,G029,6,25,1980,177,Northwest,Chum,305,,C17,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
241,1980FRIG029,USA,FRI,Purse-seine,E7044,174,0,E,45,36,G029,6,25,1980,177,Northwest,Chum,425,,C18,0,2,Scale,,,Immature,,,,,,,,,,,,,, Unknown_predator_wound,Vessel_fresh
242,1980FRIG029,USA,FRI,Purse-seine,E7044,174,0,E,45,36,G029,6,25,1980,177,Northwest,Chum,320,,C19,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
243,1980FRIG029,USA,FRI,Purse-seine,E7044,174,0,E,45,36,G029,6,25,1980,177,Northwest,Chum,335,,C20,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
244,1980FRIG029,USA,FRI,Purse-seine,E7044,174,0,E,45,36,G029,6,25,1980,177,Northwest,Chum,330,,C21,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
245,1980FRIG029,USA,FRI,Purse-seine,E7044,174,0,E,45,36,G029,6,25,1980,177,Northwest,Chum,360,,C22,,1,Length,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
246,1980FRIG029,USA,FRI,Purse-seine,E7044,174,0,E,45,36,G029,6,25,1980,177,Northwest,Chum,315,,C23,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
247,1980FRIG029,USA,FRI,Purse-seine,E7044,174,0,E,45,36,G029,6,25,1980,177,Northwest,Chum,320,,C24,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
248,1980FRIG029,USA,FRI,Purse-seine,E7044,174,0,E,45,36,G029,6,25,1980,177,Northwest,Chum,320,,C25,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
249,1980FRIG029,USA,FRI,Purse-seine,E7044,174,0,E,45,36,G029,6,25,1980,177,Northwest,Chum,320,,C26,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
250,1980FRIG029,USA,FRI,Purse-seine,E7044,174,0,E,45,36,G029,6,25,1980,177,Northwest,Chum,345,,C27,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
251,1980FRIG029,USA,FRI,Purse-seine,E7044,174,0,E,45,36,G029,6,25,1980,177,Northwest,Chum,300,,C28,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
252,1980FRIG029,USA,FRI,Purse-seine,E7044,174,0,E,45,36,G029,6,25,1980,177,Northwest,Chum,315,,C29,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
253,1980FRIG029,USA,FRI,Purse-seine,E7044,174,0,E,45,36,G029,6,25,1980,177,Northwest,Chum,330,,C30,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
254,1980FRIG030,USA,FRI,Purse-seine,E7044,174,6,E,45,33,G030,6,25,1980,177,Northwest,Chum,300,,B01,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
255,1980FRIG030,USA,FRI,Purse-seine,E7044,174,6,E,45,33,G030,6,25,1980,177,Northwest,Chum,310,,B02,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
256,1980FRIG030,USA,FRI,Purse-seine,E7044,174,6,E,45,33,G030,6,25,1980,177,Northwest,Chum,315,,B03,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
257,1980FRIG030,USA,FRI,Purse-seine,E7044,174,6,E,45,33,G030,6,25,1980,177,Northwest,Chum,295,,B04,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
258,1980FRIG030,USA,FRI,Purse-seine,E7044,174,6,E,45,33,G030,6,25,1980,177,Northwest,Chum,300,,B05,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
259,1980FRIG030,USA,FRI,Purse-seine,E7044,174,6,E,45,33,G030,6,25,1980,177,Northwest,Chum,330,,B06,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
260,1980FRIG030,USA,FRI,Purse-seine,E7044,174,6,E,45,33,G030,6,25,1980,177,Northwest,Chum,325,,B07,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
261,1980FRIG030,USA,FRI,Purse-seine,E7044,174,6,E,45,33,G030,6,25,1980,177,Northwest,Chum,310,,B08,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
262,1980FRIG030,USA,FRI,Purse-seine,E7044,174,6,E,45,33,G030,6,25,1980,177,Northwest,Chum,305,,B09,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
263,1980FRIG030,USA,FRI,Purse-seine,E7044,174,6,E,45,33,G030,6,25,1980,177,Northwest,Chum,295,,B10,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
264,1980FRIG030,USA,FRI,Purse-seine,E7044,174,6,E,45,33,G030,6,25,1980,177,Northwest,Chum,340,,B11,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
265,1980FRIG030,USA,FRI,Purse-seine,E7044,174,6,E,45,33,G030,6,25,1980,177,Northwest,Chum,325,,B12,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
266,1980FRIG030,USA,FRI,Purse-seine,E7044,174,6,E,45,33,G030,6,25,1980,177,Northwest,Chum,310,,B13,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
267,1980FRIG030,USA,FRI,Purse-seine,E7044,174,6,E,45,33,G030,6,25,1980,177,Northwest,Chum,315,,B14,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
268,1980FRIG030,USA,FRI,Purse-seine,E7044,174,6,E,45,33,G030,6,25,1980,177,Northwest,Chum,330,,B15,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
269,1980FRIG030,USA,FRI,Purse-seine,E7044,174,6,E,45,33,G030,6,25,1980,177,Northwest,Chum,305,,B16,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
270,1980FRIG030,USA,FRI,Purse-seine,E7044,174,6,E,45,33,G030,6,25,1980,177,Northwest,Chum,310,,B17,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
271,1980FRIG030,USA,FRI,Purse-seine,E7044,174,6,E,45,33,G030,6,25,1980,177,Northwest,Chum,310,,B18,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
272,1980FRIG030,USA,FRI,Purse-seine,E7044,174,6,E,45,33,G030,6,25,1980,177,Northwest,Chum,325,,B19,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
273,1980FRIG033,USA,FRI,Purse-seine,E7044,174,12,E,44,18,G033,6,26,1980,178,Northwest,Chum,325,,B01,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
274,1980FRIG033,USA,FRI,Purse-seine,E7044,174,12,E,44,18,G033,6,26,1980,178,Northwest,Chum,330,,B02,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
275,1980FRIG033,USA,FRI,Purse-seine,E7044,174,12,E,44,18,G033,6,26,1980,178,Northwest,Chum,320,,B03,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
276,1980FRIG035,USA,FRI,Purse-seine,E7044,174,19,E,44,21,G035,6,26,1980,178,Northwest,Coho,560,,B01,2,1,Scale,,,Mature,,,,,,,,,,,,,,,Vessel_fresh
277,1980FRIG035,USA,FRI,Purse-seine,E7044,174,19,E,44,21,G035,6,26,1980,178,Northwest,Chum,315,,B02,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
278,1980FRIG035,USA,FRI,Purse-seine,E7044,174,19,E,44,21,G035,6,26,1980,178,Northwest,Chum,290,,B03,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
279,1980FRIG035,USA,FRI,Purse-seine,E7044,174,19,E,44,21,G035,6,26,1980,178,Northwest,Chum,305,,B04,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
280,1980FRIG035,USA,FRI,Purse-seine,E7044,174,19,E,44,21,G035,6,26,1980,178,Northwest,Chum,285,,B05,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
281,1980FRIG040,USA,FRI,Purse-seine,E7544,176,34,E,44,38,G040,6,27,1980,179,Northwest,Chum,230,,B01,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
282,1980FRIG040,USA,FRI,Purse-seine,E7544,176,34,E,44,38,G040,6,27,1980,179,Northwest,Chum,295,,B02,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
283,1980FRIG040,USA,FRI,Purse-seine,E7544,176,34,E,44,38,G040,6,27,1980,179,Northwest,Chum,295,,B03,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
284,1980FRIG041,USA,FRI,Purse-seine,E7544,176,45,E,44,40,G041,6,27,1980,179,Northwest,Chum,315,,B01,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
285,1980FRIG041,USA,FRI,Purse-seine,E7544,176,45,E,44,40,G041,6,27,1980,179,Northwest,Chum,300,,B02,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
286,1980FRIG041,USA,FRI,Purse-seine,E7544,176,45,E,44,40,G041,6,27,1980,179,Northwest,Chum,290,,B03,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
287,1980FRIG041,USA,FRI,Purse-seine,E7544,176,45,E,44,40,G041,6,27,1980,179,Northwest,Chum,295,,B04,,1,Length,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
288,1980FRIG041,USA,FRI,Purse-seine,E7544,176,45,E,44,40,G041,6,27,1980,179,Northwest,Chum,305,,B05,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
289,1980FRIG041,USA,FRI,Purse-seine,E7544,176,45,E,44,40,G041,6,27,1980,179,Northwest,Chum,315,,B06,0,1,Scale,,,Immature,,,,,,,,,,,,,, Unknown_predator_wound,Vessel_fresh
290,1980FRIG041,USA,FRI,Purse-seine,E7544,176,45,E,44,40,G041,6,27,1980,179,Northwest,Chum,315,,B07,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
291,1980FRIG041,USA,FRI,Purse-seine,E7544,176,45,E,44,40,G041,6,27,1980,179,Northwest,Chum,300,,B08,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
292,1980FRIG041,USA,FRI,Purse-seine,E7544,176,45,E,44,40,G041,6,27,1980,179,Northwest,Chum,305,,B09,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
293,1980FRIG041,USA,FRI,Purse-seine,E7544,176,45,E,44,40,G041,6,27,1980,179,Northwest,Chum,310,,B10,,1,Length,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
294,1980FRIG041,USA,FRI,Purse-seine,E7544,176,45,E,44,40,G041,6,27,1980,179,Northwest,Chum,305,,B11,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
295,1980FRIG041,USA,FRI,Purse-seine,E7544,176,45,E,44,40,G041,6,27,1980,179,Northwest,Chum,260,,B12,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
296,1980FRIG041,USA,FRI,Purse-seine,E7544,176,45,E,44,40,G041,6,27,1980,179,Northwest,Chum,270,,B13,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
297,1980FRIG041,USA,FRI,Purse-seine,E7544,176,45,E,44,40,G041,6,27,1980,179,Northwest,Chum,310,,B14,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
298,1980FRIG041,USA,FRI,Purse-seine,E7544,176,45,E,44,40,G041,6,27,1980,179,Northwest,Chum,290,,B15,0,1,Scale,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
299,1980FRIG041,USA,FRI,Purse-seine,E7544,176,45,E,44,40,G041,6,27,1980,179,Northwest,Chum,310,,B16,,1,Length,,,Immature,,,,,,,,,,,,,,,Vessel_fresh
